Brightness Level,Color,Intensity
1.0,R,2235.371917808219
1.0,R,2060.3126712328767
1.0,R,2035.6248287671233
1.0,R,1970.5386986301369
1.0,R,1952.583904109589
1.0,R,1981.7604452054795
1.0,R,1959.3169520547945
1.0,R,2069.2900684931506
1.0,R,2067.045719178082
1.0,R,2069.2900684931506
1.0,R,1930.140410958904
1.0,R,1999.7152397260274
1.0,R,1930.140410958904
1.0,R,1885.2534246575342
1.0,R,1894.2308219178083
1.0,R,1894.2308219178083
1.0,R,1943.606506849315
1.0,R,2181.5075342465752
1.0,R,2165.797089041096
1.0,R,1858.3212328767124
1.0,R,1923.4073630136986
1.0,R,1995.2265410958903
1.0,R,1977.2717465753424
1.0,R,2015.4256849315068
1.0,R,1808.9455479452056
1.0,R,1856.0768835616439
1.0,R,1799.9681506849315
1.0,R,1885.2534246575342
1.0,R,1849.3438356164384
1.0,R,1842.6107876712329
1.0,R,1840.3664383561643
1.0,R,1817.9229452054794
1.0,R,1862.8099315068494
1.0,R,1903.2082191780821
1.0,R,1808.9455479452056
1.0,R,1757.3255136986302
1.0,R,1768.5472602739726
1.0,R,1757.3255136986302
1.0,R,1786.5020547945205
1.0,R,1737.1263698630137
1.0,R,1761.814212328767
1.0,R,1728.1489726027398
1.0,R,1759.5698630136985
1.0,R,1770.7916095890412
1.0,R,1759.5698630136985
1.0,R,1710.1941780821917
1.0,R,1757.3255136986302
1.0,R,1856.0768835616439
1.0,R,1696.728082191781
1.0,R,1790.9907534246574
1.0,R,1689.9950342465754
1.0,R,1678.7732876712328
1.0,R,1638.375
1.0,R,1743.8594178082192
1.0,R,1658.5741438356165
1.0,R,1714.6828767123288
1.0,R,1615.9315068493152
1.0,R,1696.728082191781
1.0,R,1658.5741438356165
1.0,R,1678.7732876712328
1.0,R,1683.26198630137
1.0,R,1597.9767123287672
1.0,R,1586.7549657534246
1.0,R,1663.0628424657534
1.0,R,1582.2662671232877
1.0,R,1707.9498287671233
1.0,R,1600.2210616438356
1.0,R,1602.4654109589042
1.0,R,1681.0176369863013
1.0,R,1748.348116438356
1.0,R,1593.48801369863
1.0,R,1640.6193493150686
1.0,R,1694.4837328767123
1.0,R,1694.4837328767123
1.0,R,1631.6419520547945
1.0,R,1678.7732876712328
1.0,R,1606.954109589041
1.0,R,1638.375
1.0,R,1604.7097602739725
1.0,R,1631.6419520547945
1.0,R,1613.6871575342466
1.0,R,1532.8905821917808
1.0,R,1539.6236301369863
1.0,R,1485.7592465753426
1.0,R,1645.1080479452055
1.0,R,1743.8594178082192
1.0,R,1658.5741438356165
1.0,R,1593.48801369863
1.0,R,1631.6419520547945
1.0,R,1595.7323630136987
1.0,R,1593.48801369863
1.0,R,1604.7097602739725
1.0,R,1492.492294520548
1.0,R,1544.1123287671232
1.0,R,1606.954109589041
1.0,R,1539.6236301369863
1.0,R,1627.1532534246576
1.0,R,1575.5332191780822
1.0,R,1651.841095890411
1.0,R,1519.4244863013698
1.0,R,1505.9583904109588
1.0,R,1584.5106164383562
1.0,R,1611.442808219178
1.0,R,1629.397602739726
1.0,R,1820.167294520548
1.0,R,1559.8227739726028
1.0,R,1555.3340753424657
1.0,R,1454.3383561643836
1.0,R,1564.3114726027397
1.0,R,1559.8227739726028
1.0,R,1681.0176369863013
1.0,R,1597.9767123287672
1.0,R,1503.7140410958905
1.0,R,1546.3566780821918
1.0,R,1461.0714041095891
1.0,R,1512.6914383561643
1.0,R,1611.442808219178
1.0,R,1566.5558219178083
1.0,R,1575.5332191780822
1.0,R,1481.2705479452054
1.0,R,1539.6236301369863
1.0,R,1496.980993150685
1.0,R,1588.9993150684932
1.0,R,1584.5106164383562
1.0,R,1492.492294520548
1.0,R,1472.2931506849316
1.0,R,1557.5784246575342
1.0,R,1537.3792808219177
1.0,R,1595.7323630136987
1.0,R,1496.980993150685
1.0,R,1595.7323630136987
1.0,R,1519.4244863013698
1.0,R,1580.021917808219
1.0,R,1479.026198630137
1.0,R,1591.2436643835617
1.0,R,1508.2027397260274
1.0,R,1494.7366438356164
1.0,R,1532.8905821917808
1.0,R,2278.0145547945203
1.0,R,1553.0897260273973
1.0,R,2273.5258561643836
1.0,R,1606.954109589041
1.0,R,1613.6871575342466
1.0,R,1591.2436643835617
1.0,R,1503.7140410958905
1.0,R,1514.935787671233
1.0,R,1523.9131849315067
1.0,R,1553.0897260273973
1.0,R,1546.3566780821918
1.0,R,1568.8001712328767
1.0,R,1588.9993150684932
1.0,R,1582.2662671232877
1.0,R,1537.3792808219177
1.0,R,1566.5558219178083
1.0,R,1539.6236301369863
1.0,R,1555.3340753424657
1.0,R,1447.6053082191781
1.0,R,1456.582705479452
1.0,R,1429.6505136986302
1.0,R,1519.4244863013698
1.0,R,1499.2253424657533
1.0,R,1582.2662671232877
1.0,R,1539.6236301369863
1.0,R,2040.1135273972602
1.0,R,1488.003595890411
1.0,R,1499.2253424657533
1.0,R,1631.6419520547945
1.0,R,1562.0671232876712
1.0,R,1615.9315068493152
1.0,R,1501.469691780822
1.0,R,1658.5741438356165
1.0,R,1694.4837328767123
1.0,R,1519.4244863013698
1.0,R,1676.5289383561644
1.0,R,1479.026198630137
1.0,R,1535.1349315068494
1.0,R,1613.6871575342466
1.0,R,1604.7097602739725
1.0,R,1633.886301369863
1.0,R,1678.7732876712328
1.0,R,1638.375
1.0,R,1618.1758561643835
1.0,R,1602.4654109589042
1.0,R,1613.6871575342466
1.0,R,1761.814212328767
1.0,R,1640.6193493150686
1.0,R,1647.352397260274
1.0,R,1734.882020547945
1.0,R,1609.1984589041097
1.0,R,1768.5472602739726
1.0,R,1705.7054794520548
1.0,R,1748.348116438356
1.0,R,2787.4818493150683
1.0,R,1779.769006849315
1.0,R,1725.9046232876713
1.0,R,1642.863698630137
1.0,R,1755.0811643835616
1.0,R,1766.302910958904
1.0,R,1835.8777397260274
1.0,R,1795.4794520547946
1.0,R,1849.3438356164384
1.0,R,1851.588184931507
1.0,R,1759.5698630136985
1.0,R,1829.1446917808219
1.0,R,1808.9455479452056
1.0,R,1900.9638698630138
1.0,R,1988.493493150685
1.0,R,1856.0768835616439
1.0,R,1927.8960616438355
1.0,R,2046.8465753424657
1.0,R,2255.5710616438355
1.0,R,1934.629109589041
1.0,R,2311.679794520548
1.0,R,2067.045719178082
1.0,R,2098.466609589041
1.0,R,2459.8068493150686
1.0,R,2132.1318493150684
1.0,R,2147.842294520548
1.0,R,2217.417123287671
1.0,R,2210.684075342466
1.0,R,2237.616267123288
1.0,R,2951.3193493150684
1.0,R,2477.7616438356163
1.0,R,2405.9424657534246
1.0,R,2419.4085616438356
1.0,R,2497.960787671233
1.0,R,5332.57397260274
1.0,R,2778.5044520547945
1.0,R,2877.255821917808
1.0,R,2675.2643835616436
1.0,R,2812.1696917808217
1.0,R,2798.703595890411
1.0,R,2886.233219178082
1.0,R,2935.608904109589
1.0,R,3029.871575342466
1.0,R,3045.5820205479454
1.0,R,3146.577739726027
1.0,R,3252.0621575342466
1.0,R,3229.6186643835617
1.0,R,3303.682191780822
1.0,R,3451.8092465753425
1.0,R,3579.7371575342468
1.0,R,3739.0859589041097
1.0,R,3709.909417808219
1.0,R,3712.1537671232877
1.0,R,4102.670547945206
1.0,R,4129.602739726028
1.0,R,4073.494006849315
1.0,R,4120.625342465753
1.0,R,4302.417636986302
1.0,R,4674.9796232876715
1.0,R,4760.264897260274
1.0,R,4863.504965753425
1.0,R,4977.966780821917
1.0,R,5094.67294520548
1.0,R,5530.076712328767
1.0,R,5640.0498287671235
1.0,R,5619.850684931507
1.0,R,5922.837842465753
1.0,R,6010.367465753425
1.0,R,6277.445034246575
1.0,R,6578.187842465753
1.0,R,6751.002739726027
1.0,R,7033.790753424658
1.0,R,7269.447431506849
1.0,R,7350.244006849315
1.0,R,8063.947089041096
1.0,R,7911.331335616438
1.0,R,8205.341095890411
1.0,R,8546.482191780822
1.0,R,8901.089383561644
1.0,R,9168.166952054795
1.0,R,9383.624486301369
1.0,R,10218.52243150685
1.0,R,10137.725856164383
1.0,R,10501.31044520548
1.0,R,11062.397773972603
1.0,R,11311.520547945205
1.0,R,11883.829623287671
1.0,R,12224.970719178082
1.0,R,12738.926712328766
1.0,R,13190.040924657535
1.0,R,13638.910787671233
1.0,R,14159.599828767123
1.0,R,14761.08544520548
1.0,R,15030.407363013699
1.0,R,15490.49897260274
1.0,R,16184.002910958905
1.0,R,16886.484246575343
1.0,R,17512.65770547945
1.0,R,17921.12928082192
1.0,R,18605.655821917808
1.0,R,18901.90993150685
1.0,R,19552.771232876712
1.0,R,20356.24828767123
1.0,R,21013.8426369863
1.0,R,21806.097945205478
1.0,R,22295.36609589041
1.0,R,22851.964726027396
1.0,R,23711.55051369863
1.0,R,24400.565753424657
1.0,R,25161.400171232875
1.0,R,25661.89006849315
1.0,R,26261.13133561644
1.0,R,27302.509417808218
1.0,R,27964.592465753423
1.0,R,28644.630308219177
1.0,R,29064.323630136987
1.0,R,29623.16660958904
1.0,R,30247.095719178084
1.0,R,31021.396232876712
1.0,R,30812.671746575343
1.0,R,31618.393150684933
1.0,R,31800.18544520548
1.0,R,31775.497602739724
1.0,R,32053.79691780822
1.0,R,31730.610616438356
1.0,R,31591.46095890411
1.0,R,31649.81404109589
1.0,R,30695.96558219178
1.0,R,30422.154965753423
1.0,R,29600.723116438356
1.0,R,28938.64006849315
1.0,R,27486.546061643836
1.0,R,26961.36832191781
1.0,R,25432.966438356165
1.0,R,24645.199828767123
1.0,R,23574.645205479454
1.0,R,22028.28852739726
1.0,R,21139.526198630138
1.0,R,19741.296575342465
1.0,R,18551.791438356166
1.0,R,17227.625342465755
1.0,R,16341.107363013698
1.0,R,15059.58390410959
1.0,R,14143.889383561644
1.0,R,13115.977397260274
1.0,R,12386.563869863014
1.0,R,11574.109417808218
1.0,R,10736.967123287672
1.0,R,10119.771061643836
1.0,R,9626.014212328768
1.0,R,9262.429623287671
1.0,R,8360.201198630137
1.0,R,8059.458390410959
1.0,R,7505.104109589041
1.0,R,7374.931849315069
1.0,R,6753.247089041096
1.0,R,6376.196404109589
1.0,R,6118.096232876713
1.0,R,5794.90993150685
1.0,R,5606.384589041096
1.0,R,5476.212328767123
1.0,R,5182.2025684931505
1.0,R,5058.763356164383
1.0,R,4475.232534246576
1.0,R,4502.164726027398
1.0,R,4183.467123287671
1.0,R,4138.580136986301
1.0,R,3914.145205479452
1.0,R,3752.5520547945207
1.0,R,3757.0407534246574
1.0,R,3422.632705479452
1.0,R,3346.324828767123
1.0,R,3209.419520547945
1.0,R,3034.360273972603
1.0,R,3056.803767123288
1.0,R,3166.776883561644
1.0,R,2890.721917808219
1.0,R,2693.219178082192
1.0,R,2646.0878424657535
1.0,R,2504.6938356164383
1.0,R,2444.096404109589
1.0,R,2502.4494863013697
1.0,R,2468.7842465753424
1.0,R,2291.4806506849313
1.0,R,2226.3945205479454
1.0,R,2219.6614726027397
1.0,R,2165.797089041096
1.0,R,2107.444006849315
1.0,R,2152.330993150685
1.0,R,2194.9736301369862
1.0,R,2076.0231164383563
1.0,R,2051.335273972603
1.0,R,2004.2039383561644
1.0,R,1876.2760273972603
1.0,R,1961.561301369863
1.0,R,1891.9864726027397
1.0,R,1865.0542808219177
1.0,R,1874.0316780821918
1.0,R,1831.3890410958904
1.0,R,1972.7830479452055
1.0,R,1860.5655821917808
1.0,R,1770.7916095890412
1.0,R,2208.4397260273972
1.0,R,1719.1715753424658
1.0,R,1741.6150684931506
1.0,R,1775.280308219178
1.0,R,1777.5246575342467
1.0,R,1694.4837328767123
1.0,R,1685.5063356164383
1.0,R,1833.633390410959
1.0,R,1712.4385273972603
1.0,R,1622.6645547945207
1.0,R,1687.7506849315068
1.0,R,1732.6376712328768
1.0,R,1674.2845890410958
1.0,R,1654.0854452054793
1.0,R,1638.375
1.0,R,1593.48801369863
1.0,R,1611.442808219178
1.0,R,1654.0854452054793
1.0,R,2224.150171232877
1.0,R,1571.0445205479452
1.0,R,1831.3890410958904
1.0,R,1550.8453767123287
1.0,R,1597.9767123287672
1.0,R,1586.7549657534246
1.0,R,1582.2662671232877
1.0,R,1532.8905821917808
1.0,R,1595.7323630136987
1.0,R,1595.7323630136987
1.0,R,1512.6914383561643
1.0,R,1584.5106164383562
1.0,R,1474.5375
1.0,R,1624.908904109589
1.0,R,1622.6645547945207
1.0,R,1564.3114726027397
1.0,R,1645.1080479452055
1.0,R,1595.7323630136987
1.0,R,1566.5558219178083
1.0,R,1562.0671232876712
1.0,R,1681.0176369863013
1.0,R,1503.7140410958905
1.0,R,1606.954109589041
1.0,R,1600.2210616438356
1.0,R,1526.1575342465753
1.0,R,1494.7366438356164
1.0,R,1559.8227739726028
1.0,R,1829.1446917808219
1.0,R,1553.0897260273973
1.0,R,1517.1801369863015
1.0,R,1494.7366438356164
1.0,R,1678.7732876712328
1.0,R,1559.8227739726028
1.0,R,1467.8044520547944
1.0,R,1517.1801369863015
1.0,R,1539.6236301369863
1.0,R,1532.8905821917808
1.0,R,1474.5375
1.0,R,1537.3792808219177
1.0,R,1494.7366438356164
1.0,R,1505.9583904109588
1.0,R,1505.9583904109588
1.0,R,1508.2027397260274
1.0,R,1566.5558219178083
1.0,R,1573.2888698630136
1.0,R,1766.302910958904
1.0,R,1503.7140410958905
1.0,R,1467.8044520547944
1.0,R,1418.4287671232876
1.0,R,1512.6914383561643
1.0,R,1434.1392123287671
1.0,R,1499.2253424657533
1.0,R,1445.3609589041096
1.0,R,1492.492294520548
1.0,R,1485.7592465753426
1.0,R,1463.3157534246575
1.0,R,1492.492294520548
1.0,R,1782.0133561643836
1.0,R,1470.048801369863
1.0,R,1391.4965753424658
1.0,R,1395.9852739726027
1.0,R,1546.3566780821918
1.0,R,1503.7140410958905
1.0,R,1559.8227739726028
1.0,R,7848.489554794521
1.0,R,1703.4611301369864
1.0,R,1488.003595890411
1.0,R,1575.5332191780822
1.0,R,1501.469691780822
1.0,R,1436.3835616438357
1.0,R,1407.2070205479451
1.0,R,1467.8044520547944
1.0,R,1593.48801369863
1.0,R,1503.7140410958905
1.0,R,1434.1392123287671
1.0,R,1458.8270547945206
1.0,R,1454.3383561643836
1.0,R,1503.7140410958905
1.0,R,1488.003595890411
1.0,R,1454.3383561643836
1.0,R,1501.469691780822
1.0,R,1503.7140410958905
1.0,R,1501.469691780822
1.0,R,1559.8227739726028
1.0,R,1503.7140410958905
1.0,R,1548.6010273972602
1.0,R,1443.116609589041
1.0,R,1503.7140410958905
1.0,R,1559.8227739726028
1.0,R,1456.582705479452
1.0,R,1580.021917808219
1.0,R,1555.3340753424657
1.0,R,1517.1801369863015
1.0,R,1490.2479452054795
1.0,R,1568.8001712328767
1.0,R,1505.9583904109588
1.0,R,1541.867979452055
1.0,R,1465.560102739726
1.0,R,1508.2027397260274
1.0,R,1496.980993150685
1.0,R,1420.6731164383561
1.0,R,1438.627910958904
1.0,R,1521.6688356164384
1.0,R,1817.9229452054794
1.0,R,1443.116609589041
1.0,R,1472.2931506849316
1.0,R,1490.2479452054795
1.0,R,1510.447089041096
1.0,R,1858.3212328767124
1.0,R,1503.7140410958905
1.0,R,1517.1801369863015
1.0,R,1620.420205479452
1.0,R,1488.003595890411
1.0,R,1458.8270547945206
1.0,R,1539.6236301369863
1.0,R,1474.5375
1.0,R,1470.048801369863
1.0,R,1492.492294520548
1.0,R,1481.2705479452054
1.0,R,1483.514897260274
1.0,R,1461.0714041095891
1.0,R,1409.4513698630137
1.0,R,1530.6462328767122
1.0,R,1458.8270547945206
1.0,R,1501.469691780822
1.0,R,1580.021917808219
1.0,R,1532.8905821917808
1.0,R,1467.8044520547944
1.0,R,1483.514897260274
1.0,R,1510.447089041096
1.0,R,1537.3792808219177
1.0,R,1429.6505136986302
1.0,R,1449.8496575342465
1.0,R,1483.514897260274
1.0,R,1425.161815068493
1.0,R,1463.3157534246575
1.0,R,1425.161815068493
1.0,R,1490.2479452054795
1.0,R,1425.161815068493
1.0,R,1467.8044520547944
1.0,R,1492.492294520548
1.0,R,1440.8722602739726
1.0,R,1508.2027397260274
1.0,R,1532.8905821917808
1.0,R,1472.2931506849316
1.0,R,1557.5784246575342
1.0,R,1503.7140410958905
1.0,R,1490.2479452054795
1.0,R,1443.116609589041
1.0,R,1483.514897260274
1.0,R,1465.560102739726
1.0,R,1492.492294520548
1.0,R,1418.4287671232876
1.0,R,1449.8496575342465
1.0,R,1510.447089041096
1.0,R,1456.582705479452
1.0,R,1463.3157534246575
1.0,R,1461.0714041095891
1.0,R,2646.0878424657535
1.0,R,1499.2253424657533
1.0,R,1555.3340753424657
1.0,R,1434.1392123287671
1.0,R,1514.935787671233
1.0,R,1505.9583904109588
1.0,R,1488.003595890411
1.0,R,1382.5191780821917
1.0,R,1541.867979452055
1.0,R,1611.442808219178
1.0,R,1481.2705479452054
1.0,R,1467.8044520547944
1.0,R,1456.582705479452
1.0,R,1499.2253424657533
1.0,R,1499.2253424657533
1.0,R,1539.6236301369863
1.0,R,1438.627910958904
1.0,R,1461.0714041095891
1.0,R,1492.492294520548
1.0,R,1548.6010273972602
1.0,R,1490.2479452054795
1.0,R,1440.8722602739726
1.0,R,1593.48801369863
1.0,R,1375.7861301369862
1.0,R,1445.3609589041096
1.0,R,1467.8044520547944
1.0,R,1470.048801369863
1.0,R,1449.8496575342465
1.0,R,1571.0445205479452
1.0,R,1418.4287671232876
1.0,R,1476.7818493150685
1.0,R,1501.469691780822
1.0,R,1501.469691780822
1.0,R,1391.4965753424658
1.0,R,1483.514897260274
1.0,R,1689.9950342465754
1.0,R,1517.1801369863015
1.0,R,1631.6419520547945
1.0,R,1501.469691780822
1.0,R,1694.4837328767123
1.0,R,1425.161815068493
1.0,R,1413.9400684931506
1.0,R,1494.7366438356164
1.0,R,1606.954109589041
1.0,R,1501.469691780822
1.0,R,1458.8270547945206
1.0,R,1550.8453767123287
1.0,R,1476.7818493150685
1.0,R,1824.655993150685
1.0,R,1539.6236301369863
1.0,R,1584.5106164383562
1.0,R,1544.1123287671232
1.0,R,1573.2888698630136
1.0,R,1485.7592465753426
1.0,R,1496.980993150685
1.0,R,1512.6914383561643
1.0,R,1393.7409246575342
1.0,R,1521.6688356164384
1.0,R,1483.514897260274
1.0,R,1505.9583904109588
1.0,R,1544.1123287671232
1.0,R,1582.2662671232877
1.0,R,1521.6688356164384
1.0,R,1499.2253424657533
1.0,R,1539.6236301369863
1.0,R,1501.469691780822
1.0,R,1532.8905821917808
1.0,R,1461.0714041095891
1.0,R,1443.116609589041
1.0,R,1474.5375
1.0,R,1541.867979452055
1.0,R,1404.9626712328768
1.0,R,1510.447089041096
1.0,R,1499.2253424657533
1.0,R,1548.6010273972602
1.0,R,1573.2888698630136
1.0,R,1562.0671232876712
1.0,R,1505.9583904109588
1.0,R,1411.6957191780823
1.0,R,1490.2479452054795
1.0,R,1452.094006849315
1.0,R,1494.7366438356164
1.0,R,1474.5375
1.0,R,1479.026198630137
1.0,R,1539.6236301369863
1.0,R,1546.3566780821918
1.0,R,1501.469691780822
1.0,R,1548.6010273972602
1.0,R,1615.9315068493152
1.0,R,1434.1392123287671
1.0,R,1555.3340753424657
1.0,R,1463.3157534246575
1.0,R,1571.0445205479452
1.0,R,1445.3609589041096
1.0,R,1438.627910958904
1.0,R,1499.2253424657533
1.0,R,1550.8453767123287
1.0,R,1535.1349315068494
1.0,R,1582.2662671232877
1.0,R,1467.8044520547944
1.0,R,1461.0714041095891
1.0,R,1636.1306506849314
1.0,R,1499.2253424657533
1.0,R,1494.7366438356164
1.0,R,1571.0445205479452
1.0,R,1380.2748287671234
1.0,R,1422.9174657534247
1.0,R,1413.9400684931506
1.0,R,1521.6688356164384
1.0,R,1488.003595890411
1.0,R,1575.5332191780822
1.0,R,1488.003595890411
1.0,R,1494.7366438356164
1.0,R,1407.2070205479451
1.0,R,1494.7366438356164
1.0,R,1584.5106164383562
1.0,R,1512.6914383561643
1.0,R,1481.2705479452054
1.0,R,1474.5375
1.0,R,1470.048801369863
1.0,R,1467.8044520547944
1.0,R,1461.0714041095891
1.0,R,1559.8227739726028
1.0,R,1508.2027397260274
1.0,R,1436.3835616438357
1.0,R,1434.1392123287671
1.0,R,1492.492294520548
1.0,R,1712.4385273972603
1.0,R,1447.6053082191781
1.0,R,1568.8001712328767
1.0,R,1443.116609589041
1.0,R,1618.1758561643835
1.0,R,1427.4061643835616
1.0,R,1602.4654109589042
1.0,R,1519.4244863013698
1.0,R,1627.1532534246576
1.0,R,1420.6731164383561
1.0,R,1463.3157534246575
1.0,R,1588.9993150684932
1.0,R,1636.1306506849314
1.0,R,1501.469691780822
1.0,R,1436.3835616438357
1.0,R,1499.2253424657533
1.0,R,1449.8496575342465
1.0,R,1454.3383561643836
1.0,R,1530.6462328767122
1.0,R,1470.048801369863
1.0,R,1472.2931506849316
1.0,R,1539.6236301369863
1.0,R,1559.8227739726028
1.0,R,1508.2027397260274
1.0,R,1472.2931506849316
1.0,R,1568.8001712328767
1.0,R,1546.3566780821918
1.0,R,1548.6010273972602
1.0,R,1481.2705479452054
1.0,R,1485.7592465753426
1.0,R,1627.1532534246576
1.0,R,1494.7366438356164
1.0,R,1501.469691780822
1.0,R,1458.8270547945206
1.0,R,1458.8270547945206
1.0,R,1434.1392123287671
1.0,R,1512.6914383561643
1.0,R,1479.026198630137
1.0,R,1472.2931506849316
1.0,R,1485.7592465753426
1.0,R,1530.6462328767122
1.0,R,1454.3383561643836
1.0,R,1456.582705479452
1.0,R,1483.514897260274
1.0,R,1514.935787671233
1.0,R,1550.8453767123287
1.0,R,1501.469691780822
1.0,R,1476.7818493150685
1.0,R,1490.2479452054795
1.0,R,1559.8227739726028
1.0,R,1499.2253424657533
1.0,R,1532.8905821917808
1.0,R,1571.0445205479452
1.0,R,1710.1941780821917
1.0,R,1470.048801369863
1.0,R,1553.0897260273973
1.0,R,1452.094006849315
1.0,R,1434.1392123287671
1.0,R,1510.447089041096
1.0,R,1490.2479452054795
1.0,R,1503.7140410958905
1.0,R,1510.447089041096
1.0,R,1750.5924657534247
1.0,R,1537.3792808219177
1.0,R,1573.2888698630136
1.0,R,1512.6914383561643
1.0,R,1470.048801369863
1.0,R,1470.048801369863
1.0,R,1647.352397260274
1.0,R,1422.9174657534247
1.0,R,1454.3383561643836
1.0,R,1472.2931506849316
1.0,R,1492.492294520548
1.0,R,1409.4513698630137
1.0,R,1452.094006849315
1.0,R,2989.473287671233
1.0,R,1514.935787671233
1.0,R,1750.5924657534247
1.0,R,1539.6236301369863
1.0,R,1773.0359589041095
1.0,R,1456.582705479452
1.0,R,1737.1263698630137
1.0,R,1461.0714041095891
1.0,R,1407.2070205479451
1.0,R,1633.886301369863
1.0,R,1463.3157534246575
1.0,R,3622.379794520548
1.0,R,1564.3114726027397
1.0,R,1503.7140410958905
1.0,R,1496.980993150685
1.0,R,1458.8270547945206
1.0,R,1503.7140410958905
1.0,R,1537.3792808219177
1.0,R,1550.8453767123287
1.0,R,1445.3609589041096
1.0,R,1582.2662671232877
1.0,R,1483.514897260274
1.0,R,1407.2070205479451
1.0,R,1562.0671232876712
1.0,R,1465.560102739726
1.0,R,1591.2436643835617
1.0,R,1387.0078767123289
1.0,R,1719.1715753424658
1.0,R,1496.980993150685
1.0,R,1454.3383561643836
1.0,R,1501.469691780822
1.0,R,1416.1844178082192
1.0,R,1505.9583904109588
1.0,R,1445.3609589041096
1.0,R,1553.0897260273973
1.0,R,1546.3566780821918
1.0,R,1443.116609589041
1.0,R,1499.2253424657533
1.0,R,1443.116609589041
1.0,R,1555.3340753424657
1.0,R,1530.6462328767122
1.0,R,1687.7506849315068
1.0,R,1470.048801369863
1.0,R,1562.0671232876712
1.0,R,1501.469691780822
1.0,R,1485.7592465753426
1.0,R,1496.980993150685
1.0,R,1481.2705479452054
1.0,R,1488.003595890411
1.0,R,1472.2931506849316
1.0,R,1422.9174657534247
1.0,R,1505.9583904109588
1.0,R,1454.3383561643836
1.0,R,1725.9046232876713
1.0,R,1447.6053082191781
1.0,R,1474.5375
1.0,R,1416.1844178082192
1.0,R,1436.3835616438357
1.0,R,1362.3200342465752
1.0,R,1474.5375
1.0,R,1510.447089041096
1.0,R,1431.8948630136986
1.0,R,1505.9583904109588
1.0,R,1499.2253424657533
1.0,R,1528.401883561644
1.0,R,1494.7366438356164
1.0,R,1568.8001712328767
1.0,R,1447.6053082191781
1.0,R,1416.1844178082192
1.0,R,1505.9583904109588
1.0,R,1568.8001712328767
1.0,R,1458.8270547945206
1.0,R,1467.8044520547944
1.0,R,1654.0854452054793
1.0,R,1470.048801369863
1.0,R,1730.3933219178082
1.0,R,1503.7140410958905
1.0,R,1488.003595890411
1.0,R,1490.2479452054795
1.0,R,1467.8044520547944
1.0,R,1550.8453767123287
1.0,R,1449.8496575342465
1.0,R,1481.2705479452054
1.0,R,1606.954109589041
1.0,R,1532.8905821917808
1.0,R,1799.9681506849315
1.0,R,1539.6236301369863
1.0,R,1409.4513698630137
1.0,R,1422.9174657534247
1.0,R,1490.2479452054795
1.0,R,1483.514897260274
1.0,R,1537.3792808219177
1.0,R,1584.5106164383562
1.0,R,1553.0897260273973
1.0,R,1575.5332191780822
1.0,R,1575.5332191780822
1.0,R,1458.8270547945206
1.0,R,1523.9131849315067
1.0,R,1505.9583904109588
1.0,R,1438.627910958904
1.0,R,1400.4739726027397
1.0,R,1474.5375
1.0,R,1553.0897260273973
1.0,R,1521.6688356164384
1.0,R,1501.469691780822
1.0,R,1458.8270547945206
1.0,R,1436.3835616438357
1.0,R,1571.0445205479452
1.0,R,1474.5375
1.0,R,1526.1575342465753
1.0,R,1454.3383561643836
1.0,R,1566.5558219178083
1.0,R,1528.401883561644
1.0,R,1461.0714041095891
1.0,R,1458.8270547945206
1.0,R,1620.420205479452
1.0,R,1526.1575342465753
1.0,R,1436.3835616438357
1.0,R,1510.447089041096
1.0,R,1490.2479452054795
1.0,R,1445.3609589041096
1.0,R,1472.2931506849316
1.0,R,1452.094006849315
1.0,R,1467.8044520547944
1.0,R,1647.352397260274
1.0,R,1514.935787671233
1.0,R,1483.514897260274
1.0,R,1481.2705479452054
1.0,R,1580.021917808219
1.0,R,1535.1349315068494
1.0,R,1472.2931506849316
1.0,R,1517.1801369863015
1.0,R,1568.8001712328767
1.0,R,1597.9767123287672
1.0,R,1499.2253424657533
1.0,R,1514.935787671233
1.0,R,1474.5375
1.0,R,1452.094006849315
1.0,R,1479.026198630137
1.0,R,1669.795890410959
1.0,R,1588.9993150684932
1.0,R,1443.116609589041
1.0,R,1420.6731164383561
1.0,R,1535.1349315068494
1.0,R,1479.026198630137
1.0,R,1458.8270547945206
1.0,R,1492.492294520548
1.0,R,1389.2522260273972
1.0,R,1508.2027397260274
1.0,R,1566.5558219178083
1.0,R,1544.1123287671232
1.0,R,1467.8044520547944
1.0,R,1404.9626712328768
1.0,R,1438.627910958904
1.0,R,1517.1801369863015
1.0,R,1425.161815068493
1.0,R,1539.6236301369863
1.0,R,1499.2253424657533
1.0,R,1499.2253424657533
1.0,R,1492.492294520548
1.0,R,1470.048801369863
1.0,R,1512.6914383561643
1.0,R,1436.3835616438357
1.0,R,1517.1801369863015
1.0,R,1566.5558219178083
1.0,R,1440.8722602739726
1.0,R,1456.582705479452
1.0,R,1597.9767123287672
1.0,R,1535.1349315068494
1.0,R,1577.7775684931507
1.0,R,1575.5332191780822
1.0,R,1445.3609589041096
1.0,R,1492.492294520548
1.0,R,1562.0671232876712
1.0,R,1472.2931506849316
1.0,R,1658.5741438356165
1.0,R,1597.9767123287672
1.0,R,1575.5332191780822
1.0,R,1389.2522260273972
1.0,R,1566.5558219178083
1.0,R,1510.447089041096
1.0,R,1382.5191780821917
1.0,R,1514.935787671233
1.0,R,1521.6688356164384
1.0,R,1454.3383561643836
