ts	event_type	SID	ECID	session	game_type	game_number	episode_number	level	score	lines_cleared	completed	game_duration	avg_ep_duration	zoid_sequence	evt_id	evt_data1	evt_data2	curr_zoid	next_zoid	danger_mode	evt_sequence	rots	trans	path_length	min_rots	min_trans	min_path	min_rots_diff	min_trans_diff	min_path_diff	u_drops	s_drops	prop_u_drops	initial_lat	drop_lat	avg_lat	tetrises_game	tetrises_level	agree	delaying	dropping	zoid_rot	zoid_col	zoid_row	board_rep	zoid_rep	all_diffs	all_ht	all_trans	cd_1	cd_2	cd_3	cd_4	cd_5	cd_6	cd_7	cd_8	cd_9	cleared	col_trans	column_9	cuml_cleared	cuml_eroded	cuml_wells	d_all_ht	d_max_ht	d_mean_ht	d_pits	deep_wells	eroded_cells	full_cells	jaggedness	landing_height	lumped_pits	matches	max_diffs	max_ht	max_ht_diff	max_well	mean_ht	mean_pit_depth	min_ht	min_ht_diff	move_score	nine_filled	pattern_div	pit_depth	pit_rows	pits	row_trans	tetris	tetris_progress	weighted_cells	wells
0.3224318027496338	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					Screen Y	1080	setup	L	T	False																				False	0	0	3	20																																																		
0.3225088119506836	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					worldsurf_rect.width	800	setup	L	T	False																				False	0	0	3	20																																																		
0.3225846290588379	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					worldsurf_rect.height	600	setup	L	T	False																				False	0	0	3	20																																																		
0.3226606845855713	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					gamesurf_rect.top	50	setup	L	T	False																				False	0	0	3	20																																																		
0.3227365016937256	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					gamesurf_rect.left	275	setup	L	T	False																				False	0	0	3	20																																																		
0.3228118419647217	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					gamesurf_rect.width	250	setup	L	T	False																				False	0	0	3	20																																																		
0.3228871822357178	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					gamesurf_rect.height	500	setup	L	T	False																				False	0	0	3	20																																																		
0.32296228408813477	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					nextsurf_rect.top	50	setup	L	T	False																				False	0	0	3	20																																																		
0.32303690910339355	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					nextsurf_rect.left	600	setup	L	T	False																				False	0	0	3	20																																																		
0.32311177253723145	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					nextsurf_rect.width	112	setup	L	T	False																				False	0	0	3	20																																																		
0.32318663597106934	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					nextsurf_rect.height	112	setup	L	T	False																				False	0	0	3	20																																																		
0.32326436042785645	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					side	25	setup	L	T	False																				False	0	0	3	20																																																		
0.3233780860900879	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					score_lab_left	(50, 300.0)	setup	L	T	False																				False	0	0	3	20																																																		
0.3234562873840332	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					lines_lab_left	(50, 350.0)	setup	L	T	False																				False	0	0	3	20																																																		
0.3235595226287842	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					level_lab_left	(50, 400.0)	setup	L	T	False																				False	0	0	3	20																																																		
0.3236379623413086	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					score_left	(205, 300.0)	setup	L	T	False																				False	0	0	3	20																																																		
0.3237154483795166	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					lines_left	(205, 350.0)	setup	L	T	False																				False	0	0	3	20																																																		
0.3237917423248291	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					level_left	(205, 400.0)	setup	L	T	False																				False	0	0	3	20																																																		
3.8916866779327393	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					KEYPRESS	PRESS	q	L	T	False																				False	0	0	3	20																																																		
3.95792818069458	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					KEYPRESS	RELEASE	q	L	T	False																				False	0	0	3	20																																																		
4.15763783454895	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					KEYPRESS	PRESS	escape	L	T	False																				False	0	0	3	20																																																		
4.165243864059448	GAME_EVENT	s001	NIL	2024-5-14_10-51-4	"standard"	0	0	0	0	0					seed_sequence			L	T	False																				False	0	0	3	20																																																		
